"F1CX318516     ","MV90 CUX 3*1000+GND 8KV 100%  ","MV903C/1000CU+G,115XLP,CTS,PVC","F04",8.000      ,3     ,"XLP",405.00   ,"800 MCM   ","I02","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",6.684    ,14.736   ,3.72       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","034","YES","NA8"
"F1CX32003      ","MV90 CUX 3*2+G-6 CT 15KV 100  ","MV90 3C/#2 +G#6,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",33.00    ,"2 AWG     ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.088    ,2.399    ,1.93       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32004      ","MV90 CUX 3*1+G-4 CT 15KV 100  ","MV90 3C/#1 +G#4,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",42.00    ,"1 AWG     ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.224    ,2.698    ,2.01       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32005      ","MV90 CUX 3*1/0+G-4 CT 15KV 100","MV90 3C/1/0+G#4,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",53.00    ,"1/0 AWG   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.376    ,3.034    ,2.10       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32007      ","MV90 CUX 3*2/0+G-4 CT 15KV 100","MV90 3C/2/0+G#4,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",67.00    ,"2/0 AWG   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.597    ,3.521    ,2.19       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32009      ","MV90 CUX 3*3/0+G-3 CT 15KV 100","MV90 3C/3/0+G#3,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",85.00    ,"3/0 AWG   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",1.800    ,3.968    ,2.32       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32011      ","MV90 CUX 3*4/0+G-3 CT 15KV 100","MV90 3C/4/0+G#3,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",107.00   ,"4/0 AWG   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",2.093    ,4.614    ,2.44       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32013      ","MV90 CUX 3*250+G-2 CT 15KV 100","MV90 3C/250+G#2,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",127.00   ,"250 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",2.363    ,5.210    ,2.57       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32014      ","MV90 CUX 3*300+G-2 CT 15KV 100","MV90 3C/300+G#2,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",152.00   ,"300 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",2.655    ,5.853    ,2.70       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32015      ","MV90 CUX 3*350+G-2 CT 15KV 100","MV90 3C/350+G#2,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",177.00   ,"350 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",3.076    ,6.781    ,2.87       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32016      ","MV90 CUX 3*400+G-1 CT 15KV 100","MV90 3C/400+G#1,175XLP,CTS,PVC","F04",15.000     ,3     ,"XLP",203.00   ,"400 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",3.401    ,7.498    ,2.96       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32017      ","MV90 CUX 3*500+G-1 CT 15KV 100","MV90 3C/500+G#1,175XLE,CTS,PVC","F04",15.000     ,3     ,"XLP",253.00   ,"500 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",4.066    ,8.964    ,3.16       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX320171     ","MV90 CUX 3*600+G-1/0 CT 15 100","MV90 3C/600+G1/0,175XLPCTS,PVC","F04",15.000     ,3     ,"XLP",304.00   ,"600 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",4.634    ,10.216   ,3.33       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX32018      ","MV90 CUX 3*750+G-1/0 CT 15 100","MV90 3C/750+G1/0,175XLPCTS,PVC","F04",15.000     ,3     ,"XLP",380.00   ,"750 MCM   ","I03","SH1","T01","MCX","PVC","AWG","S31","CU ","PRS",5.392    ,11.887   ,3.58       ,"3CX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","044","YES","NA8"
"F1CX4172       ","MV90 CUX 1/0 35KV 100 CWS PVC ","MV90 1/0CU, 345XLPE, CWS,  PVC","F04",35.000     ,1     ,"XLP",53.00    ,"1/0 AWG   ","I08","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.451     ,.994     ,1.41       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","024","YES","NA8"
"F1CX4178       ","MV90 CUX 4/0 35KV 100 CWS PVC ","MV90 4/0CU, 345XLPE, CWS,  PVC","F04",35.000     ,1     ,"XLP",107.00   ,"4/0 AWG   ","I08","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",.648     ,1.429    ,1.56       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","024","YES","NA8"
"F1CX4184       ","MV90 CUX 500 35KV 100 CWS PVC ","MV90 500CU, 345XLPE, CWS,  PVC","F04",35.000     ,1     ,"XLP",253.00   ,"500 MCM   ","I08","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",1.243    ,2.740    ,1.93       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","024","YES","NA8"
"F1CX4186       ","MV90 CUX 750 35KV 100 CWS PVC ","MV90 750CU, 345XLPE, CWS,  PVC","F04",35.000     ,1     ,"XLP",380.00   ,"750 MCM   ","I08","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",1.623    ,3.578    ,2.15       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","024","YES","NA8"
"F1CX4188       ","MV90 CUX 1000 35KV 100 CWS PVC","MV90 1000CU,345XLPE, CWS,  PVC","F04",35.000     ,1     ,"XLP",507.00   ,"1000 MCM  ","I08","SH2","T01","MCX","PVC","AWG","S32","CU ","PRS",2.091    ,4.610    ,2.31       ,"MCX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","024","YES","NA8"
"F1LC11104      ","L.C. 1*4 AWG XLPE(110MILS) 5KV","4 AWG XLPE(110MILS) 5KV L-824C","F08",5.000      ,1     ,"XLP",21.15    ,"4 AWG     ","I12","SH6","   ","FAA","NOS","AWG","S44","CU ","PRS",.075     ,.165     ,.44        ,"FAA","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","047","YES","NA5"
"F1LC11106      ","L.C. 1*6 AWG XLPE(110MILS) 5KV","6 AWG XLPE(110MILS) 5KV L-824C","F08",5.000      ,1     ,"XLP",13.30    ,"6 AWG     ","I12","SH6","   ","FAA","NOS","AWG","S44","CU ","PRS",.053     ,.117     ,.39        ,"FAA","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","047","YES","NA5"
"F1LC11108      ","L.C. 1*8 AWG XLPE(110MILS) 5KV","8 AWG XLPE(110MILS) 5KV L-824C","F08",5.000      ,1     ,"XLP",8.37     ,"8 AWG     ","I12","SH6","   ","FAA","NOS","AWG","S44","CU ","PRS",.038     ,.084     ,.35        ,"FAA","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","047","YES","NA5"
"F2067320-A     ","RADAFLEX 1 AWG  BK            ","RADAFLEX  #1 AWG BK           ","   ",1.000      ,1     ,"   ",42.00    ,"1 AWG     ","XXX","   ","   ","FLX","   ","   ","S44","   ","   ",.160     ,.353     ,.57        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","US1"
"F2067330-A     ","RADAFLEX 2 AWG BK             ","RADAFLEX  #2 AWG BK           ","   ",1.000      ,1     ,"   ",33.00    ,"2 AWG     ","XXX","   ","   ","FLX","   ","   ","S44","   ","   ",.118     ,.260     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","US1"
"F2067350-A     ","RADAFLEX 4 AWG BK             ","RADAFLEX  #4 AWG BK           ","   ",1.000      ,1     ,"   ",21.15    ,"4 AWG     ","XXX","   ","   ","FLX","   ","   ","S44","   ","   ",.083     ,.183     ,.42        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","US1"
"F2067360-A     ","RADAFLEX 6 AWG BK             ","RADAFLEX  #6 AWG BK           ","   ",1.000      ,1     ,"   ",13.30    ,"6 AWG     ","XXX","   ","   ","FLX","   ","   ","S44","   ","   ",.059     ,.130     ,.37        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","US1"
"F2067380-A     ","RADAFLEX 1/0 AWG BK           ","RADAFLEX 1/0 AWG BK           ","   ",1.000      ,1     ,"   ",53.00    ,"1/0 AWG   ","XXX","   ","   ","FLX","   ","   ","S44","   ","   ",.194     ,.428     ,.61        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","US1"
"F2067390-A     ","RADAFLEX 2/0 AWG BK           ","RADAFLEX 2/0 AWG BK           ","   ",1.000      ,1     ,"   ",67.00    ,"2/0 AWG   ","XXX","   ","   ","FLX","   ","   ","S44","   ","   ",.238     ,.525     ,.66        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","US1"
"F2067400-A     ","RADAFLEX 3/0 AWG BK           ","RADAFLEX 3/0 AWG BK           ","   ",1.000      ,1     ,"   ",85.00    ,"3/0 AWG   ","XXX","   ","   ","FLX","   ","   ","S44","   ","   ",.283     ,.624     ,.70        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","US1"
"F2067410-A     ","RADAFLEX 4/0 AWG BK           ","RADAFLEX 4/0 AWG BK           ","   ",1.000      ,1     ,"   ",107.00   ,"4/0 AWG   ","XXX","   ","   ","FLX","   ","   ","S44","   ","   ",.355     ,.783     ,.76        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","US1"
"F29740020-A    ","TWIN 2*10 AWG                 ","TWIN 2 *10 AWG                ","   ",1.000      ,2     ,"   ",5.26     ,"10 AWG    ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.051     ,.112     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F29740120-A    ","TWIN 2*8 AWG                  ","TWIN 2 * 8 AWG                ","   ",1.000      ,2     ,"   ",8.37     ,"8 AWG     ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.078     ,.172     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F29740220-A    ","TWIN 2*6 AWG                  ","TWIN 2 * 6 AWG                ","   ",1.000      ,2     ,"   ",13.30    ,"6 AWG     ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.110     ,.243     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F29740320-A    ","TWIN 2*4 AWG                  ","TWIN 2 * 4 AWG                ","   ",1.000      ,2     ,"   ",21.25    ,"          ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.177     ,.390     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F29740420-A    ","TWIN 2*3 AWG                  ","TWIN 2 * 3 AWG                ","   ",1.000      ,2     ,"   ",26.67    ,"3 AWG     ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.210     ,.463     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F29740520-A    ","TWIN 2*2 AWG                  ","TWIN 2 * 2 AWG                ","   ",1.000      ,2     ,"   ",33.62    ,"          ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.260     ,.573     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F29740620-A    ","TWIN 2*1 AWG                  ","TWIN 2 * 1 AWG                ","   ",1.000      ,2     ,"   ",42.41    ,"          ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.314     ,.692     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F29740720-A    ","TWIN 2*1/0 AWG                ","TWIN 2*1/0 AWG                ","   ",1.000      ,2     ,"   ",53.49    ,"          ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.389     ,.858     ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F29740820-A    ","TWIN 2*2/0 AWG                ","TWIN 2*2/0 AWG                ","   ",1.000      ,2     ,"   ",67.43    ,"          ","I00","   ","   ","FLT","   ","   ","S44","   ","   ",.475     ,1.047    ,.00        ,"FLX","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","N18"
"F5021107       ","STR2 PRES 4/0 AWG 19*2.69 ÔÂÕ ","SDBC STR2 PRES 4/0 AWG 19*2.69","   ",.000       ,1     ,"   ",107.00   ,"4/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",.288     ,.635     ,.51        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F5021107T      ","STRB CONC CUT 4/0 AWG 19*2.69 ","SDTC CONC 4/0 CUT 19*2.69     ","   ",.000       ,1     ,"   ",107.00   ,"4/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.298     ,.657     ,.53        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"F50211073T     ","SDTC CONC  4/0 CUT 37*1.92T   ","SDTC CONC 4/0 CUT 37*1.92T    ","   ",.000       ,1     ,"   ",107.00   ,"4/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.137     ,.302     ,.53        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"F5021127       ","STRB PRES MCM 250 37*2.14  ÔÂÕ","SDBC STRB PRES 250 MCM 37*2.14","   ",.000       ,1     ,"   ",127.00   ,"250 MCM   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",.334     ,.736     ,.56        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F5021127T      ","STRB CONC CUT 250 MCM 37*2.09 ","SDTC CONC 250 CUT 37*2.09     ","   ",.000       ,1     ,"   ",127.00   ,"250 MCM   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.350     ,.772     ,.57        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"F5021133T      ","SDTC CONC #2 AWG CUT 7*2.47T  ","SDTC CONC #2 AWG CUT 7*2.47T  ","   ",.000       ,1     ,"   ",33.00    ,"2 AWG     ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.092     ,.203     ,.29        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"F5021177       ","STRB PRES MCM 350 37*2.5   ÔÂÕ","SDBC STRB PRES MCM 350 37*2.5 ","   ",.000       ,1     ,"   ",177.00   ,"350 MCM   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",.486     ,1.071    ,.66        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F502121T       ","STRB PRES #4 AWG CUT 7*1.95T  ","SDTC PRES #4 AWG CUT 7*1.95T  ","   ",.000       ,1     ,"   ",21.15    ,"4 AWG     ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.062     ,.137     ,.22        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","   "
"F5021253       ","STR2 PRES MCM 500 37*3.00  ÔÂÕ","SDBC STRB PRES 500 MCM 37*3.00","   ",.000       ,1     ,"   ",253.00   ,"500 MCM   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",.709     ,1.563    ,.79        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F5021380       ","STRB PRES 750 MCM 61*2.84  ÔÂÕ","SDBC STRB PRES 750 MCM 61*2.84","   ",.000       ,1     ,"   ",380.00   ,"750 MCM   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",.997     ,2.198    ,.97        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F502142T       ","SDTC CONC #1 AWG CUT 19*1.69T ","SDTC CONC #1 AWG CUT 19*1.69T ","   ",.000       ,1     ,"   ",42.00    ,"1 AWG     ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.117     ,.258     ,.33        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"F5021507       ","STRB PRES 1000 MCM 61*3.29 ÔÂÕ","SDBC STRB PRES 1000MCM 61*3.29","   ",.000       ,1     ,"   ",507.00   ,"1000 MCM  ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",1.400    ,3.086    ,1.11       ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F502153        ","STR2 PRES 1/0 AWG 19*1.91 ÔÂÕ ","SDBC STRB PRES 1/0 AWG 19*1.91","   ",.000       ,1     ,"   ",53.00    ,"1/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",.141     ,.311     ,.36        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F502153T       ","SDTC CONC 1/0AWG CUT 19*1.89T ","SDTC CONC 1/0AWG CUT 19*1.89T ","   ",.000       ,1     ,"   ",53.00    ,"1/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.068     ,.150     ,.37        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"F5021633       ","STRB PRES 1250 MCM 91*3.00 ÔÂÕ","SDBC STRB PRES 1250 MCM 91*3.0","   ",.000       ,1     ,"   ",633.00   ,"1250 MCM  ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",1.709    ,3.768    ,.00        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","   "
"F502167        ","STRB PRES 2/0 AWG 19*2.18     ","SDBC STRB PRES 2/0 AWG 19*2.18","   ",.000       ,1     ,"   ",67.00    ,"2/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",.187     ,.412     ,.41        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F5021673T      ","SDTC CONC  2/0 CUT 19*2.13    ","SDTC CONC  2/0 CUT 19*2.13    ","   ",.000       ,1     ,"   ",67.00    ,"2/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.201     ,.443     ,.42        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"F5021760       ","STRB PRES 1500 MCM 91*3.29    ","SDBC STRB PRES 1500MCM 91*3.29","   ",.000       ,1     ,"   ",760.00   ,"1500 MCM  ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",2.111    ,4.654    ,1.35       ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F502185        ","STRB PRES 3/0 AWG 19*     ÔÂÕ ","SDBC STRB PRES 3/0 AWG 19     ","   ",.000       ,1     ,"   ",85.00    ,"3/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CU ","RND",.228     ,.503     ,.46        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","048","YES","US1"
"F5021853T      ","STRB CONC CUT 3/0 AWG 19*2.39 ","SDTC CONC 3/0 CUT 19*2.39     ","   ",.000       ,1     ,"   ",85.00    ,"3/0 AWG   ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.235     ,.518     ,.47        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"F5022003T      ","SDTC CONC #3 AWG CUT 7*2.20T  ","SDTC CONC #3 AWG CUT 7*2.20T  ","   ",.000       ,1     ,"   ",26.67    ,"3 AWG     ","I00","SH6","   ","ZCU","NOS","AWG","S44","CUT","RND",.073     ,.161     ,.26        ,"ZCU","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","049","YES","N32"
"ZHH00001       ","AF/EP/CWS/HDPE 70/12 20K C/105","1x70 AR2E2HP 12/20 kV Coord   ","F12",20.000     ,1     ,"EPR",70.00    ,"70        ","I34","SH2","T04","BZA","HDP","MTR","S32","AL ","PCT",.764     ,1.684    ,27.88      ,"   ","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH00002       ","AF/EP/CWS/HDPE 95/12 20K C/105","1x95 AR2E2HP 12/20 kV Coord   ","F12",20.000     ,1     ,"EPR",95.00    ,"95        ","I34","SH2","T04","BZA","HDP","MTR","S32","AL ","PCT",.866     ,1.909    ,29.58      ,"   ","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH00003       ","AF/EP/CWS/HDPE120/12 20K C/105","1x120 AR2E2HP 12/20 kV Coord  ","F12",20.000     ,1     ,"EPR",120.00   ,"120       ","I34","SH2","T04","BZA","HDP","MTR","S32","AL ","PCT",.981     ,2.163    ,31.38      ,"   ","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH00004       ","AF/EP/CWS/HDPE150/12 20K C/105","1x150 AR2E2HP 12/20 kV Coord  ","F12",20.000     ,1     ,"EPR",150.00   ,"150       ","I34","SH2","T04","BZA","HDP","MTR","S32","AL ","PCT",1.088    ,2.399    ,32.68      ,"   ","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
"ZHH00005       ","AF/EP/CWS/HDPE185/12 20K C/105","1x185 AR2E2HP 12/20 kV Coord  ","F12",20.000     ,1     ,"EPR",185.00   ,"185       ","I34","SH2","T04","BZA","HDP","MTR","S32","AL ","PCT",1.243    ,2.740    ,34.78      ,"   ","   ","YRN","SWL","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","   ","YES","   "
